Date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,WD2M,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,PS,QV2M,T2MDEW,T2MWET,Governorate
2021-06-09,30.07,42.08,19.56,39.92,0.0,3.04,296.8,8.0198,9.222,3.6158,8.1562,101.06,8.41,10.9,20.48,Gharbia
2021-06-10,27.78,37.8,20.45,52.15,0.0,3.36,300.7,7.8391,9.2194,3.5539,7.985,101.03,10.45,14.47,21.12,Gharbia
2021-06-11,27.57,37.6,20.3,49.33,0.0,2.59,1.1,7.9382,9.2064,3.6062,8.1298,101.16,9.73,13.37,20.47,Gharbia
2021-06-12,28.5,37.85,20.42,45.51,0.0,3.42,35.2,7.7441,9.1932,3.4834,8.1456,101.13,9.78,13.71,21.1,Gharbia
2021-06-13,27.44,35.79,21.04,48.74,0.0,3.66,358.5,8.083,8.9105,3.6182,8.2176,101.15,9.9,13.75,20.59,Gharbia
2021-06-14,26.2,34.31,18.74,54.04,0.0,3.06,320.0,8.2126,8.814,3.6847,8.4334,101.15,10.14,14.12,20.16,Gharbia
2021-06-15,26.47,36.14,18.81,54.12,0.0,2.42,322.8,8.2027,8.8452,3.6768,8.4223,101.14,10.1,13.98,20.23,Gharbia
2021-06-16,25.53,34.13,18.51,54.12,0.0,3.43,313.1,8.2454,8.6933,3.721,8.3028,101.31,9.92,13.94,19.73,Gharbia
2021-06-17,25.32,33.71,18.14,53.35,0.0,3.05,359.3,8.3839,8.5829,3.7663,8.5025,101.54,9.78,13.78,19.55,Gharbia
2021-06-18,26.16,34.69,18.71,52.16,0.0,3.02,344.6,8.4504,8.5726,3.7704,8.5198,101.37,9.62,13.27,19.71,Gharbia
2021-06-19,26.77,35.97,18.84,48.79,0.0,2.63,339.1,8.4876,8.5145,3.7685,8.5733,101.12,9.08,12.26,19.51,Gharbia
2021-06-20,27.98,37.03,19.87,40.72,0.0,2.31,344.9,8.299,8.7175,3.7294,8.3275,101.01,8.33,11.14,19.56,Gharbia
2021-06-21,29.2,38.84,21.08,42.08,0.0,2.5,321.4,8.2634,8.969,3.7325,8.2709,101.07,9.34,12.88,21.04,Gharbia
2021-06-22,28.58,36.67,21.97,48.92,0.0,2.65,334.6,8.1763,9.091,3.6874,8.2253,101.21,10.71,15.04,21.81,Gharbia
2021-06-23,28.77,37.21,21.53,49.23,0.0,2.75,350.3,8.1329,9.0734,3.6593,8.165,101.2,10.88,15.34,22.05,Gharbia
2021-06-24,29.82,39.85,20.91,51.87,0.0,2.97,332.2,8.2973,9.1423,3.7404,8.3515,101.02,11.57,16.05,22.93,Gharbia
2021-06-25,29.21,38.54,21.73,57.54,0.0,3.11,310.5,8.0062,9.3086,3.6175,8.1761,100.77,12.88,17.78,23.5,Gharbia
2021-06-26,30.47,39.9,21.27,51.68,0.0,2.63,1.8,8.0294,9.3329,3.6041,8.105,100.65,11.95,16.48,23.48,Gharbia
2021-06-27,31.89,41.88,22.32,50.14,0.0,2.7,336.5,8.1221,9.5225,3.6341,8.2973,100.64,12.29,16.69,24.29,Gharbia
2021-06-28,31.67,41.67,22.8,52.78,0.0,3.29,336.4,8.3909,9.3038,3.755,8.4235,100.81,12.67,16.91,24.29,Gharbia
2021-06-29,31.66,41.82,22.83,51.88,0.0,2.86,326.2,8.1019,9.6098,3.654,8.2284,100.77,12.63,17.13,24.39,Gharbia
2021-06-30,32.08,42.33,22.55,47.49,0.0,2.36,336.1,8.1115,9.5246,3.648,8.2313,100.81,11.57,15.58,23.83,Gharbia
2021-07-01,32.15,41.99,23.21,45.13,0.0,3.22,323.7,8.081,9.403,3.6149,8.2529,100.91,11.18,15.1,23.63,Gharbia
2021-07-02,33.01,44.25,22.2,42.67,0.0,2.59,321.3,8.2795,9.342,3.7217,8.292,100.81,10.52,13.91,23.46,Gharbia
2021-07-03,30.74,41.12,23.36,53.16,0.0,3.97,300.8,8.2334,9.1812,3.6754,8.4182,100.69,12.49,16.76,23.75,Gharbia
2021-07-04,29.1,36.72,22.77,52.92,0.0,3.97,323.6,8.2116,9.1109,3.7042,8.3304,100.76,11.87,16.35,22.73,Gharbia
2021-07-05,28.59,36.43,21.86,49.21,0.0,3.57,322.4,8.382,8.867,3.7596,8.4269,100.72,10.74,14.87,21.73,Gharbia
2021-07-06,29.09,38.16,20.9,51.41,0.0,2.69,329.4,8.1994,9.1114,3.7303,8.215,100.65,11.25,15.6,22.35,Gharbia
2021-07-07,29.78,39.64,21.5,50.65,0.0,2.58,338.2,8.2519,8.9914,3.7092,8.281,100.72,11.23,15.32,22.55,Gharbia
2021-07-08,30.26,39.47,22.27,52.75,0.0,2.5,346.5,7.9889,9.2988,3.558,8.1626,100.83,12.12,16.51,23.38,Gharbia
2021-07-09,30.52,40.11,22.16,52.53,0.0,2.63,332.9,8.1588,9.3199,3.6749,8.1919,100.73,12.36,16.96,23.74,Gharbia
2021-07-10,30.11,39.18,23.14,58.52,0.0,3.43,320.0,7.8266,9.6684,3.546,8.1658,100.51,14.06,19.21,24.66,Gharbia
2021-07-11,30.76,40.09,22.73,52.8,0.0,2.53,334.7,7.7916,9.7963,3.5213,8.1228,100.53,12.75,17.43,24.09,Gharbia
2021-07-12,30.36,39.94,22.87,51.35,0.0,2.54,341.9,7.902,9.7015,3.5765,8.1626,100.75,12.14,16.75,23.55,Gharbia
2021-07-13,29.43,38.76,22.16,50.42,0.0,2.58,326.2,8.1571,9.1889,3.6125,8.4058,100.76,11.42,15.88,22.66,Gharbia
2021-07-14,29.14,38.27,21.05,51.98,0.0,2.76,329.5,8.065,9.1961,3.6007,8.2337,100.59,11.39,15.7,22.42,Gharbia
2021-07-15,30.88,41.6,22.18,52.7,0.0,2.69,329.8,7.817,9.3794,3.4786,8.0124,100.41,12.35,16.66,23.77,Gharbia
2021-07-16,31.1,41.01,23.4,51.75,0.0,3.02,324.1,7.9946,9.3751,3.5897,8.0854,100.48,12.41,16.69,23.89,Gharbia
2021-07-17,31.37,41.59,22.78,47.44,0.0,2.07,337.2,8.1727,9.2446,3.6312,8.2898,100.39,11.55,15.87,23.62,Gharbia
2021-07-18,31.56,41.89,23.37,48.16,0.0,2.19,331.3,7.9464,9.731,3.5892,8.1192,100.4,11.71,15.81,23.69,Gharbia
2021-07-19,31.21,40.41,23.46,50.25,0.0,2.84,1.8,7.8182,9.7493,3.5666,7.8302,100.72,12.71,17.65,24.43,Gharbia
2021-07-20,32.07,40.2,25.05,42.52,0.0,2.91,39.0,7.8151,9.6175,3.5678,7.9675,100.84,11.42,15.98,24.02,Gharbia
2021-07-21,30.67,38.74,24.16,48.27,0.0,2.96,340.0,8.0297,9.582,3.6946,8.0491,100.87,12.18,17.05,23.86,Gharbia
2021-07-22,30.15,38.04,23.32,54.02,0.0,3.23,306.6,7.6558,9.809,3.4728,7.9795,100.63,13.2,18.23,24.19,Gharbia
2021-07-23,29.62,36.1,24.91,55.39,0.0,4.75,302.6,7.2204,9.6115,3.2537,7.7083,100.49,13.56,18.68,24.15,Gharbia
2021-07-24,29.07,36.88,22.66,53.42,0.0,3.75,304.9,7.1635,9.5858,3.2078,7.7522,100.54,12.46,17.36,23.22,Gharbia
2021-07-25,29.22,37.1,24.36,57.15,0.0,3.04,335.1,6.4018,10.147,2.8639,7.741,100.68,13.68,18.94,24.08,Gharbia
2021-07-26,29.94,39.22,22.47,51.41,0.0,2.2,342.4,7.333,9.6254,3.2801,7.7561,100.88,12.03,16.76,23.35,Gharbia
2021-07-27,29.91,39.41,22.08,47.73,0.0,2.49,356.9,7.8094,9.2808,3.4682,8.0251,100.93,10.8,14.82,22.36,Gharbia
2021-07-28,30.5,40.02,22.33,50.21,0.0,2.86,328.3,7.4974,9.4505,3.3415,7.847,100.68,11.6,15.72,23.11,Gharbia
2021-07-29,31.18,40.42,23.81,49.94,0.0,2.9,319.3,7.7662,9.3305,3.4594,7.812,100.5,12.19,16.56,23.87,Gharbia
2021-07-30,30.81,41.03,22.83,52.46,0.0,2.41,314.6,7.2667,9.4918,3.2126,7.6951,100.38,12.44,16.84,23.83,Gharbia
2021-07-31,30.77,41.43,22.05,51.3,0.0,2.02,324.1,7.3409,9.3336,3.2314,7.7652,100.32,11.79,15.72,23.24,Gharbia
2021-08-01,31.64,42.2,22.49,50.1,0.0,2.0,341.3,7.3546,9.4286,3.2011,7.7141,100.43,11.9,15.83,23.73,Gharbia
2021-08-02,32.11,42.63,22.92,51.15,0.0,1.86,343.4,7.47,9.6134,3.3072,7.7621,100.37,12.33,16.09,24.1,Gharbia
2021-08-03,32.65,43.24,23.94,43.6,0.0,1.82,12.6,7.4431,9.6463,3.3007,7.9037,100.54,10.61,13.51,23.08,Gharbia
2021-08-04,33.49,44.59,24.0,41.62,0.0,1.71,7.5,7.1933,10.1018,3.1322,7.8612,100.72,10.29,12.91,23.2,Gharbia
2021-08-05,33.89,44.72,24.52,42.82,0.0,1.65,335.5,7.3783,9.6614,3.2383,7.6553,100.6,11.05,14.24,24.07,Gharbia
2021-08-06,33.82,44.14,24.78,39.37,0.0,1.84,312.0,7.2823,10.0598,3.2969,7.501,100.41,10.66,14.11,23.96,Gharbia
2021-08-07,31.53,42.11,24.43,55.16,0.0,3.84,285.9,7.1916,9.8662,3.2304,7.4681,100.47,14.16,19.19,25.36,Gharbia
2021-08-08,30.8,39.54,24.1,52.48,0.0,3.07,308.7,7.3354,9.4846,3.2273,7.542,100.82,12.89,17.62,24.21,Gharbia
2021-08-09,31.03,39.54,25.33,55.39,0.0,2.73,343.7,7.1844,9.6986,3.203,7.482,101.0,14.01,19.09,25.06,Gharbia
2021-08-10,30.96,40.11,23.75,53.69,0.0,2.4,337.7,7.4412,9.5892,3.3679,7.6956,100.81,13.05,17.66,24.31,Gharbia
2021-08-11,31.5,41.0,23.79,55.53,0.0,2.98,337.7,7.3771,9.7162,3.3389,7.591,100.59,13.68,18.2,24.85,Gharbia
2021-08-12,32.25,41.77,24.01,47.28,0.0,1.96,340.0,7.4122,9.589,3.3211,7.5804,100.73,11.95,15.95,24.1,Gharbia
2021-08-13,31.15,40.15,24.62,52.73,0.0,2.62,320.5,7.0505,9.9377,3.2189,7.361,100.87,13.02,17.57,24.36,Gharbia
2021-08-14,30.47,39.24,23.29,54.53,0.0,2.84,353.7,7.3966,9.4409,3.3146,7.6723,100.91,13.11,17.95,24.21,Gharbia
2021-08-15,30.68,39.31,24.35,54.26,0.0,3.35,337.3,7.4191,9.4111,3.3446,7.6582,100.88,13.32,18.23,24.45,Gharbia
2021-08-16,29.81,38.68,23.12,53.93,0.0,2.99,328.6,7.4767,9.3024,3.3499,7.6814,101.0,12.49,17.16,23.49,Gharbia
2021-08-17,28.94,37.63,22.32,54.06,0.0,2.73,325.1,7.4102,9.1939,3.3228,7.6502,100.99,11.98,16.62,22.78,Gharbia
2021-08-18,29.03,38.42,21.66,54.67,0.0,2.38,316.7,7.4556,9.0936,3.3449,7.6834,100.68,12.06,16.57,22.8,Gharbia
2021-08-19,29.46,38.81,22.26,54.82,0.0,2.62,326.5,7.4969,9.0782,3.3463,7.5362,100.49,12.59,17.38,23.42,Gharbia
2021-08-20,30.23,40.28,22.38,54.86,0.0,2.34,350.2,7.2283,9.4171,3.2489,7.507,100.57,12.61,17.08,23.65,Gharbia
2021-08-21,30.54,40.27,23.37,59.29,0.0,2.95,350.8,7.0262,9.5129,3.1282,7.3262,100.68,14.21,19.1,24.82,Gharbia
2021-08-22,30.47,39.31,23.44,53.01,0.0,3.21,327.7,7.2941,9.2563,3.2482,7.361,100.75,12.89,17.75,24.11,Gharbia
2021-08-23,29.98,39.03,23.61,56.33,0.0,2.47,319.8,7.0502,9.5256,3.1522,7.2804,100.69,13.47,18.49,24.23,Gharbia
2021-08-24,29.52,38.8,22.8,58.43,0.0,2.28,328.7,7.0474,9.438,3.1205,7.2929,100.79,13.43,18.42,23.97,Gharbia
2021-08-25,29.54,39.26,22.3,57.18,0.0,2.22,333.7,6.9,9.6098,3.0696,7.1887,100.92,12.93,17.67,23.6,Gharbia
2021-08-26,30.01,39.05,23.0,58.81,0.0,2.91,357.4,6.6521,9.6895,2.9962,6.9521,100.92,14.0,19.16,24.59,Gharbia
2021-08-27,30.31,38.97,23.22,52.04,0.0,2.82,347.7,6.5275,9.6996,2.9496,6.8695,100.95,12.25,16.77,23.54,Gharbia
2021-08-28,30.58,39.95,23.79,56.99,0.0,2.56,321.5,6.9535,9.4214,3.0994,7.1138,100.83,13.59,18.38,24.48,Gharbia
2021-08-29,31.49,41.61,23.24,51.61,0.0,2.18,338.4,6.8722,9.6389,3.1142,7.2012,100.72,12.45,16.88,24.19,Gharbia
2021-08-30,30.94,39.21,24.73,56.53,0.0,2.69,332.0,6.9828,9.5734,3.1596,7.237,100.84,14.18,19.16,25.05,Gharbia
2021-08-31,29.82,38.41,23.23,55.3,0.0,2.6,358.0,7.0836,9.3586,3.2182,7.2497,100.97,12.79,17.44,23.63,Gharbia
2021-09-01,29.09,37.64,22.43,56.63,0.0,2.81,348.1,7.1369,9.0775,3.2035,7.2096,100.96,12.66,17.42,23.26,Gharbia
2021-09-02,29.13,37.57,22.87,55.87,0.0,3.08,337.7,6.9355,9.0629,3.073,6.9775,100.86,12.6,17.34,23.23,Gharbia
2021-09-03,28.32,36.14,22.52,58.5,0.0,3.19,341.0,6.8563,9.3281,3.0948,6.9708,100.83,12.99,18.06,23.19,Gharbia
2021-09-04,29.19,37.76,22.18,58.46,0.0,2.51,5.0,6.6682,9.5894,3.0278,6.9154,100.83,13.38,18.48,23.83,Gharbia
2021-09-05,28.83,36.64,23.83,53.89,0.0,3.0,325.3,6.6542,9.4608,3.0286,6.9031,100.95,12.37,17.22,23.03,Gharbia
2021-09-06,28.2,36.42,22.05,54.41,0.0,3.11,312.9,6.7754,9.2534,3.0866,6.8417,101.07,11.92,16.73,22.47,Gharbia
2021-09-07,28.49,36.58,22.0,54.33,0.0,2.39,348.8,6.7685,9.3979,3.1001,6.7963,101.26,12.06,16.99,22.74,Gharbia
2021-09-08,31.63,41.39,22.58,45.62,0.0,1.99,106.4,6.6967,9.7433,3.079,6.707,101.12,11.4,15.94,23.79,Gharbia
2021-09-09,29.49,37.56,24.01,55.08,0.0,3.15,347.7,6.2688,9.9,2.8702,6.6946,101.16,13.51,18.8,24.14,Gharbia
2021-09-10,26.78,33.7,21.92,61.48,0.0,3.07,325.9,5.9695,9.5741,2.7091,6.6953,101.4,12.7,17.86,22.32,Gharbia
2021-09-11,26.85,34.31,21.94,56.99,0.0,2.99,322.3,6.042,9.3878,2.7432,6.7073,101.25,11.81,16.74,21.8,Gharbia
2021-09-12,28.03,36.77,20.93,50.03,0.0,2.13,334.2,6.719,9.0902,3.0547,6.7337,100.97,10.68,15.03,21.53,Gharbia
2021-09-13,30.16,40.56,22.76,47.24,0.0,3.38,286.9,6.3696,9.4759,2.9045,6.384,100.75,11.43,15.91,23.04,Gharbia
2021-09-14,29.19,37.31,22.21,51.19,0.0,2.52,316.0,6.2458,9.4699,2.874,6.6254,100.97,11.75,16.45,22.82,Gharbia
2021-09-15,28.11,34.85,23.3,54.16,0.0,2.76,307.3,5.9494,9.6494,2.724,6.451,101.14,12.01,16.85,22.48,Gharbia
2021-09-16,26.76,33.6,21.56,54.46,0.0,3.15,311.7,6.0298,9.2753,2.7101,6.4546,101.19,11.23,15.89,21.33,Gharbia
2021-09-17,28.04,34.82,22.56,52.47,0.0,3.1,350.5,6.101,9.2184,2.7514,6.4718,100.95,11.63,16.35,22.19,Gharbia
2021-09-18,28.79,36.74,22.91,56.21,0.0,2.58,25.5,6.5966,9.1075,3.0065,6.6336,101.07,12.76,17.82,23.3,Gharbia
2021-09-19,29.11,38.6,21.95,52.37,0.0,2.45,30.8,6.5146,9.0146,2.9645,6.5232,101.27,11.28,15.31,22.21,Gharbia
2021-09-20,29.72,40.36,21.38,59.23,0.0,2.82,10.9,6.3842,9.1759,2.8906,6.431,101.33,13.03,17.73,23.73,Gharbia
2021-09-21,29.52,39.39,21.98,57.31,0.0,2.84,3.2,6.1238,9.4217,2.7708,6.4344,101.31,12.45,16.54,23.03,Gharbia
2021-09-22,28.47,37.47,21.79,59.52,0.0,3.35,328.9,6.2974,9.0348,2.8781,6.359,101.02,12.61,17.0,22.73,Gharbia
2021-09-23,27.86,35.84,21.74,57.63,0.0,3.21,305.9,6.1762,9.1843,2.8361,6.2112,100.95,12.32,17.15,22.51,Gharbia
2021-09-24,25.87,31.39,21.21,49.23,0.0,3.62,314.4,5.0263,9.3084,2.279,6.2424,101.17,9.67,13.33,19.6,Gharbia
2021-09-25,25.16,32.58,19.26,52.18,0.0,2.86,19.9,5.803,9.017,2.6112,6.263,101.47,9.67,13.63,19.39,Gharbia
2021-09-26,26.6,33.66,22.33,55.85,0.0,2.83,18.9,5.3182,9.5386,2.419,6.1178,101.37,11.55,16.44,21.52,Gharbia
2021-09-27,25.77,33.4,20.38,55.92,0.0,2.73,315.5,5.6023,9.1164,2.5092,6.1524,101.22,10.71,15.13,20.45,Gharbia
2021-09-28,26.06,34.56,20.07,60.07,0.0,2.67,311.0,5.9213,8.8255,2.659,6.1694,101.16,11.53,16.24,21.15,Gharbia
2021-09-29,26.75,35.75,19.81,61.94,0.0,2.6,304.9,5.9849,8.8274,2.7055,6.0718,101.11,12.29,17.21,21.98,Gharbia
2021-09-30,26.22,34.16,20.67,62.19,0.0,2.74,330.5,5.7197,9.1934,2.6071,5.8956,101.12,12.12,16.96,21.59,Gharbia
2021-10-01,25.42,33.02,20.03,59.84,0.0,2.7,337.4,5.6275,8.9239,2.5423,5.922,101.11,11.28,15.95,20.68,Gharbia
2021-10-02,25.46,32.62,20.3,59.88,0.0,3.04,318.3,5.3429,9.0178,2.4098,5.7746,101.12,11.46,16.25,20.85,Gharbia
2021-10-03,25.09,31.57,21.07,58.06,0.0,3.03,333.7,4.9308,9.1553,2.2277,5.8457,101.41,10.93,15.53,20.31,Gharbia
2021-10-04,24.69,31.97,19.67,56.85,0.0,2.71,342.1,5.4022,8.772,2.4312,5.9098,101.47,10.34,14.7,19.69,Gharbia
2021-10-05,24.02,31.52,19.25,58.29,0.0,2.74,342.4,5.8452,8.4293,2.6242,5.9093,101.36,10.13,14.34,19.18,Gharbia
2021-10-06,24.81,32.26,19.66,54.09,0.0,2.31,6.4,5.6237,8.5634,2.5118,5.857,101.26,9.82,13.83,19.32,Gharbia
2021-10-07,24.51,32.69,18.28,57.18,0.0,2.36,33.2,5.856,8.4744,2.6182,5.9102,101.27,10.06,14.21,19.36,Gharbia
2021-10-08,24.25,31.93,19.16,59.55,0.0,2.8,10.0,5.6551,8.5877,2.5214,5.7482,101.35,10.51,14.93,19.59,Gharbia
2021-10-09,24.32,33.22,18.3,60.59,0.0,2.66,15.2,5.6045,8.5111,2.4982,5.6484,101.43,10.4,14.7,19.51,Gharbia
2021-10-10,25.05,34.61,17.69,62.88,0.01,2.58,36.8,5.7216,8.4631,2.544,5.7602,101.47,10.85,15.08,20.07,Gharbia
2021-10-11,26.54,35.93,18.24,59.93,0.03,2.22,44.7,5.5882,8.7679,2.4922,5.6374,101.14,11.39,15.64,21.09,Gharbia
2021-10-12,26.61,34.52,21.31,59.53,0.03,3.21,18.0,5.1619,9.295,2.3268,5.3539,100.94,11.62,15.84,21.22,Gharbia
2021-10-13,25.89,33.74,19.73,62.8,0.02,2.94,28.6,5.4367,8.8063,2.4602,5.4833,101.24,11.78,16.4,21.15,Gharbia
2021-10-14,26.17,34.33,20.05,60.98,0.0,2.91,56.5,5.2658,8.7898,2.388,5.4588,101.44,11.52,16.1,21.14,Gharbia
2021-10-15,25.99,34.99,19.03,53.39,0.0,2.46,68.2,5.3938,8.6611,2.4074,5.4302,101.47,9.69,13.23,19.61,Gharbia
2021-10-16,25.98,36.25,17.88,49.51,0.0,2.34,298.5,4.6714,9.1322,2.0873,5.2949,101.53,8.75,11.53,18.76,Gharbia
2021-10-17,24.96,32.63,19.57,55.09,0.0,2.48,318.3,5.1115,8.7022,2.3129,5.2824,101.63,9.88,13.83,19.4,Gharbia
2021-10-18,23.02,30.12,18.17,59.52,0.0,2.32,331.0,4.9334,8.5838,2.233,5.4017,101.72,9.71,13.75,18.39,Gharbia
2021-10-19,22.97,30.12,17.9,57.78,0.0,2.6,335.7,5.0182,8.5337,2.2889,5.2846,101.92,9.4,13.3,18.14,Gharbia
2021-10-20,22.76,29.58,18.49,58.02,0.0,2.95,332.2,4.8348,8.5387,2.2094,5.1478,102.05,9.42,13.38,18.07,Gharbia
2021-10-21,22.49,29.5,17.95,57.26,0.0,2.15,344.5,5.0047,8.4084,2.2661,5.1374,101.97,9.02,12.65,17.57,Gharbia
2021-10-22,22.8,29.42,18.33,61.86,0.0,2.79,0.2,4.7796,8.5757,2.1576,5.1367,101.94,10.1,14.41,18.61,Gharbia
2021-10-23,22.29,29.18,17.42,58.47,0.0,2.71,354.7,4.9344,8.2584,2.2085,5.2735,101.98,9.14,12.85,17.57,Gharbia
2021-10-24,21.61,28.62,16.8,63.01,0.0,2.2,356.3,4.9195,8.2445,2.2183,5.0606,101.82,9.54,13.53,17.57,Gharbia
2021-10-25,22.43,30.09,17.36,60.11,0.0,2.03,359.4,5.0038,8.3081,2.263,5.0412,101.53,9.43,13.26,17.85,Gharbia
2021-10-26,23.27,31.36,17.31,62.89,0.0,2.28,27.0,4.7623,8.4898,2.1696,4.7851,101.54,10.34,14.67,18.97,Gharbia
2021-10-27,24.66,31.92,18.84,62.18,0.0,3.1,77.1,4.5823,8.6369,2.0724,4.6181,101.5,11.2,15.9,20.28,Gharbia
2021-10-28,26.31,35.8,20.21,53.67,0.02,3.23,93.0,4.2046,8.6095,1.8581,4.5454,101.16,9.96,13.35,19.83,Gharbia
2021-10-29,24.76,31.08,21.24,67.08,0.14,2.65,8.6,4.3258,8.8102,1.9579,4.6085,101.19,12.32,17.23,20.99,Gharbia
2021-10-30,24.23,30.37,20.05,61.46,0.47,1.38,26.6,4.1357,9.2069,1.8953,4.53,101.53,10.85,15.31,19.77,Gharbia
2021-10-31,25.69,33.16,20.53,56.32,0.78,2.14,71.4,4.1093,9.1344,1.8622,4.3435,101.41,10.8,15.26,20.48,Gharbia
2021-11-01,25.1,31.44,20.56,49.33,0.0,3.47,250.2,4.1057,8.8666,1.8425,4.183,101.34,8.93,11.74,18.42,Gharbia
2021-11-02,23.52,30.05,18.93,58.77,0.0,1.89,308.3,4.5161,8.5591,2.0611,4.5816,101.59,9.81,13.64,18.58,Gharbia
2021-11-03,23.75,32.46,16.88,56.15,0.0,1.98,83.8,4.6378,8.5085,2.1288,4.6418,101.76,9.14,12.71,18.23,Gharbia
2021-11-04,22.91,30.07,18.02,69.97,0.0,2.85,43.0,4.5252,8.5891,2.0765,4.6507,101.89,11.42,16.29,19.6,Gharbia
2021-11-05,23.2,30.29,18.68,65.93,0.0,3.16,27.4,4.0723,8.706,1.8355,4.5871,101.67,10.88,15.47,19.34,Gharbia
2021-11-06,23.71,32.1,18.47,66.2,0.0,2.52,19.0,4.5922,8.3429,2.0592,4.6174,101.42,11.13,15.77,19.74,Gharbia
2021-11-07,23.81,32.73,17.76,68.55,0.0,2.52,26.4,4.4551,8.6201,1.992,4.6742,101.31,11.31,15.64,19.73,Gharbia
2021-11-08,24.2,33.96,17.34,67.78,0.0,2.23,43.6,4.3594,8.4554,1.9488,4.6524,101.32,11.71,15.93,20.07,Gharbia
2021-11-09,24.24,33.56,17.71,67.63,0.0,2.14,36.4,4.0932,8.5027,1.8094,4.5598,101.56,11.46,15.59,19.92,Gharbia
2021-11-10,23.26,31.72,18.56,70.71,0.0,2.09,349.4,3.6266,8.6894,1.6046,4.525,101.55,11.64,16.17,19.71,Gharbia
2021-11-11,21.86,27.94,17.44,58.3,0.0,2.55,38.4,3.6029,8.4931,1.6231,4.3217,101.45,9.01,12.54,17.2,Gharbia
2021-11-12,21.71,27.86,17.27,54.18,0.0,2.86,41.0,3.4829,8.4427,1.5557,4.2614,101.32,8.4,11.55,16.63,Gharbia
2021-11-13,22.87,31.19,17.19,58.95,0.0,2.06,13.1,3.8748,8.2958,1.7191,4.0855,101.34,9.31,12.89,17.88,Gharbia
2021-11-14,23.33,31.73,16.6,63.02,0.0,1.62,326.8,3.811,8.3906,1.6826,3.8239,101.4,10.08,13.98,18.65,Gharbia
2021-11-15,22.85,29.41,17.34,67.4,0.02,1.81,280.4,3.347,8.641,1.507,3.8503,101.39,10.92,15.45,19.15,Gharbia
2021-11-16,21.85,26.81,17.56,72.22,0.06,1.78,298.9,3.0458,8.7857,1.3714,3.7891,101.44,11.22,15.89,18.87,Gharbia
2021-11-17,21.39,27.6,16.74,66.27,0.35,2.21,300.8,3.6137,8.6153,1.633,3.8575,101.59,9.97,14.15,17.77,Gharbia
2021-11-18,20.5,26.71,16.01,72.28,0.14,2.95,318.6,3.6564,8.3227,1.645,3.9653,101.82,10.3,14.71,17.6,Gharbia
2021-11-19,19.92,25.48,16.21,64.86,0.09,3.5,315.7,3.7416,8.1612,1.6884,4.0166,101.62,8.99,12.57,16.25,Gharbia
2021-11-20,17.2,21.09,14.82,75.08,26.56,2.88,268.2,3.0259,8.2639,1.3673,3.8527,100.98,8.98,12.48,14.84,Gharbia
2021-11-21,17.31,20.89,14.8,81.24,8.66,1.79,279.2,3.5074,7.9961,1.561,3.7908,101.08,9.8,13.84,15.58,Gharbia
2021-11-22,18.53,23.64,15.33,81.18,5.1,1.97,267.2,3.75,8.0422,1.6922,3.9034,101.76,10.41,14.89,16.71,Gharbia
2021-11-23,18.81,24.92,14.7,76.22,0.08,1.1,339.5,3.9727,7.9205,1.7899,4.0169,101.99,9.73,13.84,16.33,Gharbia
2021-11-24,18.67,25.02,14.94,73.22,0.04,1.09,47.2,3.8482,7.9404,1.7374,4.0193,101.66,9.3,13.1,15.89,Gharbia
2021-11-25,18.84,25.95,13.8,75.26,0.02,1.33,329.5,3.8105,7.9742,1.7174,3.8995,101.57,9.58,13.53,16.18,Gharbia
2021-11-26,19.09,26.14,15.25,72.34,0.11,1.25,108.3,3.9552,7.7422,1.7623,3.972,101.82,9.29,13.06,16.08,Gharbia
2021-11-27,20.54,28.92,13.06,64.16,0.3,1.9,133.5,3.9262,7.6147,1.7261,3.9382,101.73,8.74,12.07,16.3,Gharbia
2021-11-28,20.88,30.61,14.07,54.11,0.0,1.82,238.9,3.845,7.7587,1.6951,3.9086,101.68,7.62,9.88,15.38,Gharbia
2021-11-29,21.57,32.48,14.27,52.69,0.0,1.75,122.1,3.6862,7.8583,1.601,3.7968,101.59,7.47,9.59,15.58,Gharbia
2021-11-30,19.54,27.63,13.95,60.36,0.04,3.28,269.5,3.6223,7.6507,1.5535,3.7111,101.47,8.53,11.31,15.43,Gharbia
2021-12-01,18.33,22.89,15.04,63.49,0.23,3.75,302.3,2.6978,8.3875,1.2305,3.8071,101.7,8.09,10.99,14.66,Gharbia
2021-12-02,16.63,21.92,12.49,65.03,0.01,1.69,346.0,3.2885,8.1396,1.4633,3.9295,101.87,7.34,9.6,13.12,Gharbia
2021-12-03,17.46,23.18,14.0,62.34,0.0,1.42,55.2,2.8486,7.6872,1.2638,3.7262,101.82,7.36,9.63,13.55,Gharbia
2021-12-04,17.8,24.06,13.89,60.47,0.0,1.24,199.7,3.0782,7.7501,1.3284,3.6326,101.39,7.37,9.57,13.68,Gharbia
2021-12-05,15.75,20.75,11.1,66.26,0.07,3.54,248.7,3.4721,7.5746,1.5324,3.5388,101.31,7.29,9.23,12.49,Gharbia
2021-12-06,17.77,23.37,13.45,71.28,0.01,1.0,210.0,2.7941,7.9157,1.2545,3.6684,101.72,8.65,12.04,14.9,Gharbia
